content,Class,cluster
'Can\'t wait for opening night at Madison Square Garden. Will be there for the Knicks/Heat game on Friday! #fun',positive,cluster10
'son if deandre learned anything more than dunking.he could be the 3rd best center in the league. brook lopez\'s rebound numbers hold him back',positive,cluster1
'@WindUpRecords Hi, would love to organise a photo pass to shoot the Evanescence gig in London on 9th, who can I contact to arrange?',positive,cluster10
'Heat vs Knicks is the most interesting 1st round matchup. In the East that is.',positive,cluster1
'Happy 4th from the Bomb Squad! http://t.co/aEkrD7OV',positive,cluster10
'Has just won two tickets to evanescence on Monday boom! Thanks @CapitalFMArena',positive,cluster2
'@PatCunningham16 u just hold out to Ash Wednesday #letthemknowthecraic',neutral,cluster6
'GIRLS GONE WILD will be filming LIVE @ Stoneys THIS SATURDAY!!! #BACP 10-2am $10 at the door!',neutral,cluster10
'So whos seeing Peacock and Gamble tomorrow who can get me a ticket because I haven\'t got a card. I have the money, I\'ll give it to you there',neutral,cluster10
'Was going to watch Brooklyn Nets - New York Knicks tonight but it got postponed, Knicks gonna get butt-fucked by Miami tomorrow :(',negative,cluster1
'#pakistan#news Procter and Gamble sales fall 6.7 \%: P&G said net earnings in the quarter to September 30 fell to... http://t.co/NYnfUupZ',neutral,cluster6
'@j3ybyrdswyf What Makes You Beautiful is their 1st big hit... Played on the radio 2 death? I \'m koolin\' n u?',positive,cluster10
'Back in the day when Catholics ate fish every Friday, our school thought it\'d serve for lunch the best of both worlds:  tunafish hot dogs.',neutral,cluster10
'@kay_klinger I think staying with Cole , idk.though . I might come to Lima sat .',neutral,cluster10
'Guess I\'m singing \'What Makes You Beautiful\' with @HeyKevinLiu tomorrow for choir #Leggo',neutral,cluster10
'5 days of rodeo in one week time :) So excited! 10th year going #CFR12',positive,cluster10
'@Tyga Ay you gone release the HotelCalifornia in feb like you did with  Careless World ?',neutral,cluster5
'Unofficially Yours for the 2nd time around. #nw with @mapeyyy @argery_mae @better_bitch @sayotekid20',neutral,cluster4
'@zinsernyt Not sure if the marathon should happen, but by ignoring Saturday\'s Nets game that is still on, I find this article deceptive',negative,cluster9
'Ghost Rider 2 is out on Monday. Ignore it.',negative,cluster6
'It\'s fucking Friday! So it\'s only right to bump \\\"\"Friday\\\"\" by Flatbush Zombies at ignorant levels',negative,cluster10
'Polar Dust is hitting Black Dahlia in Boksburg on the 10th of November. Click here for event details: http://t.co/9de40jL4',neutral,cluster4
'@Thoroughmas We should take over the world and change Monday to PANCAKE DAY',neutral,cluster2
'@peckbros just sat in with King Cake. Fun times!',positive,cluster10
'Girls Gone Wild! @Sab_Cat @KelceyWebb just a little bit of fun in the sun!!! @H2O @NicciBeach #fun #sun #par http://t.co/rfaBketz',positive,cluster10
'An Evening with Maya Angelou 7:30 p.m. Oct. 4 in Elon University\'s Alumni Gym. $12. Tickets available Sept. 13. (336) 278-5610.',neutral,cluster6
'Stagger In grill/bar in Starkville has $10 all you can drink on Thursday nights. Wonder what #TABC would think about that? #SEC #GigEm',neutral,cluster6
'I don\'t want to go to school on Monday . My excuse will be that HISD doesn\'t have school lol ~',negative,cluster10
'I may not be a diehard fan of SS but all the things I\'ve heard about this man make him sound like a hero. My http://t.co/NRf1mBn8',positive,cluster10
'\\\"\"the reziduals\\\"\" at Stevie Starlite\'s Jam Night at Southside\'s in Alsip TONIGHT 10PM & we\'re hosting our own at Murphy\'s Law this Friday!',neutral,cluster10
'@krystalwelchhh Krystal you better heal up in time for National Margarita Day on Feb 22! http://t.co/HuGaj9En',neutral,cluster2
'Life is good, Imperial Woodpecker Sno-Balls are back! 124 MacDougal b/t 3rd and Bleecker. Bring on the King Cake! @ImperialSno #snogood!',positive,cluster2
'Price: I\'d take Vitali fight: David Price says he would fight Vitali Klitschko tomorrow - but admits it ... http://t.co/6mVlix6G #sports',neutral,cluster4
'Dethklok, All That Remains, Machine Head, and The Black Dahlia Murder at Stage AE November 8th..HIGHLY considering going to that.#heavymetal',neutral,cluster4
'WE\'RE HAVING THE CRAZY SUBSTITUTE IN YEARBOOK AGAIN TOMORROW ((she does yoga in the back of the room)) ((she told us not to listen to porn))',neutral,cluster10
'Those in Social Justice: is the paper still due tomorrow? @stephenwulff8 @stevi_mo @s1mple_jack @Gen__Beauregard @50_shadesofclay',neutral,cluster9
'@tnvanderlaan have not heard the entire 4th CD yet, but I do like \\\"\"Good Girl\\\"\" and (the not as upbeat) \\\"\"Blown Away\\\"\"',positive,cluster10
'Today, April 17th (Palestinian Prisoner\'s day), is ironically the day Israel claimed it would release Khader Adnan. No action yet.',negative,cluster2
'5 minutes to learn what the Raspberry Pi is all about http://t.co/ITLdCHar',neutral,cluster1
'@jrazzle07 Oh hey you\'re in the same event as me for DECA on Monday. Prepare to get ass raped FYI. #justkidding #excitedthough',positive,cluster10
'What could have made Sunday even better for @CIMBClassic champ Nick Watney? The fact that he\'s a huge @SFGiants fan. #WorldSeries',positive,cluster10
'Today for the first time I noticed how gorgeous it is when the sun comes up over the Washington Monument.',positive,cluster3
'@brittanymariep dethklok is having a tour:) they\'re coming to Chattanooga Dec 6 with Machine head. Black Dahlia Murder and ATR. I\'m going :)',positive,cluster4
'Tomorrow at 12pm, you will finally be able to watch Filthy Rich clip in youtube #FilthyRichClip',neutral,cluster4
'I just need to see Lauren on Saturday already.',neutral,cluster10
'Lamb of God is coming to town on the 12th!!!!!!!!!!!!!!!! #omg I\'m soooo excited XD I can\'t wait to get into the pit and go crazy! \\m/',positive,cluster10
'i have to drive with Ms. Pope Saturday... kill me now.',negative,cluster10
'Ok all y\'all Catholics, tomorrow be a holy day of obligation. Be sure to get y\'all a$$ to mass.',positive,cluster2
'@thehill @repjeffdenham @dccc @petekthehill Were the House votes cited accurate? Take a Midol and call us Wednesday morning!',neutral,cluster7
'I was supposed to hand in my Deca money Monday... Can melleby still take it',neutral,cluster10
'Tiffany will be the MC for SBS K-Pop Super Concert in USA on Nov 10',neutral,cluster9
'Girls Gone Wild is going to the Quad tomorrow night.... dear god.........',neutral,cluster10
'House is a great show, and Thursday House marathons are 8 hours of a great show. Good day to have a sinus infection. :D',positive,cluster10
'Just handed in my application for the Marie Colvin Scholarship at The Sunday Times. An exciting moment.',positive,cluster5
'Kristen Stewart flew all the way to Hungary from LA to celebrate her 20th bday w/ Robert Pattinson who\'s actually filming Bel Ami der #FACT',neutral,cluster6
'Xherdan Shaqiri may replace Frank Ribery in the starting lineup vs Bayer Leverkusen tomorrow.',neutral,cluster9
'Will be at Manly Market & Mittagong on Saturday. Crows Nest  Fair and Kiama Market Sunday.  Hope to see you there',neutral,cluster3
'Up early on a saturday to cook chili with Sean Cunningham at the ICS Chili cook off in New Haven CT.',neutral,cluster6
'#asiabrief Kevin Rudd calls for T-shirt design to rival the Kevin-07 logo - Herald Sun: Brisbane TimesKevin Rudd... http://t.co/2yysQYbQ',neutral,cluster3
'Continental Senior Living will have a booth on the square for Pancake Day on Saturday. Come by to learn more about... http://t.co/zvNlIyvL',neutral,cluster10
'Ghost Rider: Spirit of Vengeance was a lost cause. You had nowhere to go but up after the 1st movie. And then you decided to dig a hole...',negative,cluster6
'@NICKIMINAJ you do realise that in like 50 years, us Barbz will be sat in a nursing home still wanting the RIM video :((((',negative,cluster6
'O. Johnson commits his 3rd foul! He\'s cold off the bench with 3 fouls and a turnover in Q4. #Pacers losing 98-87, 4:52 left.',negative,cluster1
'Cba with work tomorrow! #Boring #Blag',negative,cluster10
'Have you got your tickets yet? London\'s newest whorehouse opens next Saturday! Leicester Square Theatre http://t.co/yKcyTYVx',positive,cluster9
'@spiderholster Please help! Love my holster bought Feb \'12 at WPPI but it\'s frayed in many places. Urgent need for help b4 Oct 27 wedding ta',neutral,cluster2
'@katec311 Thursday & Friday nights usually! Kinda depends with school though but I\'m usually free those nights',neutral,cluster6
'Foes to city, HISD, HCC bond measures emerge. http://t.co/wyFtDKhI The antis make 1st appearance just 3 wks b4 election day.',neutral,cluster2
'I need food, a pain pill, a glass of wine, a comfortable bed, and zero noise. In that order..And this day repeats tomorrow and Sat.',neutral,cluster10
'Tomorrow...Walmart, Target, Walgreens, CVS, Kroger, whoever..I\'m coming for that discounted candy...be ready for it ;)',positive,cluster2
'3 wickets in 1st session, Eng bowlers will be extremely happy! Just Tiwary, Raina and Saha left along with Yuvi. Rayudu should\'ve played!',positive,cluster1
'F*** the hurricane party this Tues santospartyhaus w/ @shinytoyguns @carahfaye @static @ Santos Party House http://t.co/hAzBMnCR',negative,cluster7
'Looking forward to rocking it out at Roma\'s in Louisa on Saturday night!!!!  Hope to see everyone there!!!! No cover!!',positive,cluster10
'B-CU Fans: A live video stream of Saturday\'s football game vs. Morgan State will be available at the following link... http://t.co/o5ROL0ND',neutral,cluster1
'I love you too RiRi! Can\'t wait for Friday! <3',positive,cluster10
'We will be closed this Monday, February 20th for Presidents Day.  If you need access to your account over the... http://t.co/vyTBFiH4',neutral,cluster2
'Fall Lent Season for me. Doing a 40 day fast off of Facebook so I can get closer to God and away from all the havoc. Be back on December 8th',positive,cluster10
'Mick Jagger with the Monday Night Football song #swagswagswag',neutral,cluster10
'1st 5-star review. Colour of Lemon sets off like a bullet train with the gruesome murder of one of Sowerbutt\'s own.',negative,cluster3
'@JammyDodger365 i meant to ask you, did you get my text Sunday night? James Murphy was playing the salty dog',neutral,cluster6
'Will Evelyn ever finish her hw? the world may never know',negative,cluster10
'It makes me feel so gay that I just set the classical Brit awards to record tomorrow haha oh dear',positive,cluster7
'Ready to see the Sixers play the Nuggets tomorrow!',positive,cluster10
'@FuckAria I can wear a Black Dahlia Murder shirt one day, and a sun dress the next xD',positive,cluster10
'Happy 13th birthday to one of my favorite boys, Zachary! He\'s growing up so fast, he\'s almost as tall as me. http://t.co/Gaiu45XA',positive,cluster10
'interviewing Paul Conroy later for @LeedsStudent -the photographer injured working with The Sunday Times journalist Marie Colvin in Syria',neutral,cluster5
'Depending on your sensibilities, Unofficially Yours may seem progressive or derivative. Too bad the leads can\'t supply the heat it needed.',negative,cluster1
'I\'m driving in to Long Beach Saturday. If anyone has clothes, food, cleaning supplies, linens to donate please let me know! Thank you!',positive,cluster6
'the fact that so many will vote for a socialist fake liar for President is very very frightening and may bring America to ruin!',negative,cluster3
'Photo: Flatbush Zombies, Santos Party House October 17th! #ACIDALUMNI (Taken with Instagram) http://t.co/PYtQP9ej',neutral,cluster7
'the rodeo is thursday friday & saturday and im moving houses through out thursday friday and saturday. #myluck',positive,cluster10
'The Daily Zap - All the action from Wednesday\'s six pack can be found right here in the Daily Zap. http://t.co/nMS3vDEv',neutral,cluster6
'Swing by the All Arts Market Friday night at Neighborhood Theatre! Come buy local and start your Christmas shopping early:)',positive,cluster9
'Team Rita, oh you fancy huh?  2nd place, trophies, eatin\' at the Blackwell  2nd place, trophies, eatin\' at the Blackwell. Oh you fancy huh?',negative,cluster3
'@princess_saraw it build immune syst up - hot water & lemon 1st thing, 3 green teas a day..it\'ll sort you out xx',neutral,cluster3
'HISD\'s chief financial officer will retire in December: http://t.co/ekQmnzlo. I hope the rest of the finance staff will answer my questions!',positive,cluster5
'@trisigma last Thursday the Alpha Chi chapter initiated 37 beautiful young ladies after we had just celebrated 70 years at Murray State!!',positive,cluster8
'#FilmQuoteFriday \\\"\"You were the worst fucking deal I ever made!\\\"\" Johnny Blaze, Ghost Rider:Spirit of Vengeance. On 3D Blu-ray and DVD Monday!',negative,cluster6
'Got a lot of work done tonight, kinda proud. Tomorrow is gonna be a good day, happy Friday.',positive,cluster10
'After running the mall, we knew Sam was the only thing that could keep the broken mon  @ Washington Monument http://t.co/s15QNVeh',neutral,cluster3
'Jennifer Aniston takes the plunge is low-cut, sexy outfit. Too much? See #Ottawa Sun photo gallery & vote. http://t.co/7yqwFUpq',neutral,cluster9
'@TeamNightKids glad you dug Ash Wed. Feeling its time to start writing another gangster flick.',positive,cluster2
'Ron Jaworski said #12 is the 4th best rookie qb from this rookie class #WTH #wtf jaws is an idiot @JimIrsay @JMV1070',negative,cluster4
'thinking about stepping out tomorrow too club bodi.... decision\'s to be made',neutral,cluster10
'Saltalamacchia the 4th Red Sox catcher ever to pop 20 in a season (Carlton Fisk, Mike Stanley, Jason Varitek)',neutral,cluster9
'I see the French Rail unions are striking on the 25th, do the French have Half Term or is it just aimed at the Brits?',neutral,cluster8
'Settled part of Bali stuff with the friends. Tomorrow some more. Totally forgot about my 8am class -_-',neutral,cluster10
'Today is Day 1 of the Festival of India to Bali (from 1- 4 November)! Get your tickets from ARMA... http://t.co/84gZgHKW',neutral,cluster9
'@casslachelle boo!  Well, Carmel is a nice 2nd to Mass.  Will you @least b Dtown Carmel?',positive,cluster9
'@ditatriemeiliza  smthing went wrong B/w us. She is really Good Girl . May be i have Done Mistake !! . But she Knows ME . Miss HER !',negative,cluster10
'So @onedirection will be in the @CapitalOfficial London studio tomorrow morning. Hope no one mentions Harry\'s Brit Award error',neutral,cluster7
'@kidlatdakila Chanot, you may want to travel this Christmas. Phuket or Bali! :) http://t.co/RI7rr9lc',neutral,cluster2
'@orjan_nilsen Endymion is now rocking the charts, What nexts? C\'mon tell us something',positive,cluster7
'Watching Ghost Rider 2 this is A LOT different from the 1st...',neutral,cluster10
'I think I may have avocado, with lemon on toast soon.',neutral,cluster2
'Can you believe that The Salvation Army in Goshen is already working on Pancake Day (November 16) and Christmas... http://t.co/8XnrYIEh',neutral,cluster2
'Perry: but Morgan State scored a touchdown at the top of the 4th quarter, cutting Howard\'s lead to 21-14 w/ 11 minutes left in the game.',neutral,cluster1
'@cspanwj All RW\'ers with VANS should call local Romney Campaign and offer to help transport GOP voters to the polls now until Tuesday! #tcot',neutral,cluster3
'Bure\'s 1st game as a NYR at MSG against VAN. Lost 3-1, Bure had the lone goal. Know who had a hat trick for VAN? Todd Bertuzzi #realtalk',neutral,cluster1
'@elliegoulding do you know what time you come on tomorrow night at Santos Party House? can\'t wait to see/hear you!!!!',positive,cluster10
'I was sing Tomorrow by the Winans in class and i was told I sound like brian mcknight.....Never got that before',neutral,cluster10
'The ball oF FIRE draws you in you flow liquid hot the sun shines down you\'re in nirvana',neutral,cluster1
'@SirEddieBaby if you mix Jericho, Dbz, Fairy tales, and Ghost Rider in a 3rd person pov with magic that was mine last night',neutral,cluster6
'Ajax caretaker coach Jan Pruijn jokes he needs to sideline top talent  Billiat and Manyama played best after... http://t.co/16PIFEZI',neutral,cluster5
'\\\"\"South Korea is the 7th country that have the most beautiful womans\\\"\" AGREED.',positive,cluster3
'@sTeadyMobbin8 I thought the Nets game got cancelled but they play the heat tomorrow anyway.. damn, i was ready to talk some shit',negative,cluster10
'I really thought HISD didn\'t have school tomorrow because it was Christopher Columbus day.',negative,cluster10
'Hopefully doing a meet and greet Friday Night With Stan Walker and Elen Levon :D  Bring on the celeb life!!',positive,cluster10
'The Brits are punishing us for American releases always being late across the pond. #Skyfall to come out on November 9th. #damnyou',negative,cluster8
'Wtf?.. They got caught in the act! http://t.co/2WAYqaLL #LiesPeopleAlwaysTell That Pole National Margarita Day Ash Wednesday',neutral,cluster2
'Come walk with us tomorrow! See you at Lent\'s Park at 10 AM for registration. Looking forward to a big crowd and a sunny day!',positive,cluster10
'The Sixers better smash the Knicks on Sunday.',neutral,cluster1
'Imaaa be quiet all day tomorrow ...',neutral,cluster10
'I still remember the first time I heard What Makes You Beautiful on the radio. It was February 25th. (; #SpecialNight',positive,cluster10
'Might have to go for a Plan B on my Halloween costume, unless the stars align tomorrow. WHY is Halloween on a Wed? #awkwardrushedplanning',neutral,cluster6
'\\\"\"@Peter_Owen1: Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.\\\"\" Frustrated is the right one...',negative,cluster1
'@degrassihaha Going to the Holy Land (Canada) tomorrow. If I\'m lucky, I\'ll meet some of the Degrassi gang. Well, in my dreams :P.',positive,cluster10
'Watching Ghost Rider: Spirit of Vengeance. It\'s much worse when you may have thought. #fb',negative,cluster6
'@tancredipalmeri Hi Tancredi, today spurs are again being linked with Roma\'s Pjanic. Any truth in the rumours of a january move? #thfc',neutral,cluster5
'@yo_navaz You going to be at the Nov 15 showing of TIC at Vans? Robbie is hyping the night to the locals. Free session will be bananas.',neutral,cluster6
'#MIMI4 Performing at Santos Party House, NYC. October 3rd. :: all the way from Seattle! @JarvDee  #MIMIReloaded http://t.co/ghKz6MG1',neutral,cluster9
'#NoComment \\\"\"@_Mpho @iNasieff @GafferM @Eugenia__88: So Xhosa & Zulu guys apply morvite on their faces when it\'s hot to avoid sun burn :/\\\"\"',neutral,cluster7
'Imaaa lay it alllllllllllll on the table tomorrow.',neutral,cluster10
'Watched some of the #CMAAwards b/c of Hayden Panettiere & saw Carrie Underwood do gangnam style! lol It will be the 1st billion views video!',positive,cluster9
'Tomorrow?? Who promised you tomorrow?? Give yourself to the lord today!! The Winans.',neutral,cluster10
'Forumcast Ep5: The 4th on the 5th- we talk Ghost Rider:Spirit of Vengeance,the 4th of July & Falling Skies http://t.co/DkHa5wuK',neutral,cluster6
'Its about that time! Filthy Rich presents...... SATURDAY AUG 18. Email me for more info or check out our fac http://t.co/GwDPHQD9',neutral,cluster6
'Watching full 1st season of The Finder on Hulu plus. So funny @lazydaysies I see why you liked it! on episode 2',positive,cluster4
'Any pubs or cafes putting on the US election on Wednesday in Wellington? And what time NZ will coverage start?',neutral,cluster10
'Met this girl on Valentine day, fucked her in may, she found out about April so she choose to march',neutral,cluster2
'Petey gettin the start tomorrow night against Calgary.  Game is on \'nbcsports\' @ 8:00, set that DVR and get ur popcorn ready...',neutral,cluster10
'Holy shit was it Social Justice Sunday on tumblr or something because wow #stayingthefuckawayfromtumblrSJ',positive,cluster2
'Halifa Ayan Yusuf is 21 Years Old, she was born in Hargeisa in Somalia n she is ready for the finals at the Mlimani City Hall on December 7',neutral,cluster8
'Jason Varitek may return to Boston for job with - Flash Player Installation http://t.co/j8dFvbw6',neutral,cluster9
'Nba is back !!!!\' My main man jj starting at the three for Sacramento kings gets chance to show bulls even more of what they lost tomorrow',positive,cluster10
'I have to pay attention what to ask the Universe: Tomorrow starting a course on Astrology and its Antroposophical interpretations. :-o',neutral,cluster10
'@nonegiven101 - That may not happen now with all the sackings Over in Cupertino.',negative,cluster10
'SBS : Emails will start going out tomorrow. Thank you, everyone, for your patience!',positive,cluster10
'Project X is the best film ever made and someone with money needs to have one, like this Friday. #makeithappen',positive,cluster10
'Careless World is the album of the year by @Tyga',neutral,cluster5
'@alfredoflores follow @amandawanxo and meet her on November 26, outside the bell center at 4:00?',neutral,cluster9
'If it\'s true that Vitali Klitschko has retired then Arreola &amp; Stiverne are ranked 1st and (cont) http://t.co/5yhja2Ge',neutral,cluster4
'Keith foulke is throwing out the first pitch to Jason varitek.... I mean are we Rly celebrating an 8th yr reunion?',neutral,cluster9
'See John Lloyd Cruz & Angel Locsin at the \\\"\"Unofficially Yours\\\"\" LA premiere on Feb 24.For tix visit http://t.co/8gSxcxkb or call 818-243-2539',neutral,cluster6
'The Knicks are practicing tomorrow now that their game against the Nets is postponed.',neutral,cluster1
'Tomorrow I get to make a Birthday Cake.',neutral,cluster2
'Jennifer Aniston believes in REGULAR SUN EXPOSURE~check it out!... http://t.co/7PhqTWkS',neutral,cluster9
'Find us at Arrington this Saturday 11/3 at 5pm... Bring a picnic... a blanket... and cozy up with some Wine and Jazz http://t.co/OVmTemp4',neutral,cluster5
'It\'s Friday Love Question time - I\'m answering as many Love Questions as possible with cards and astrology - now! http://t.co/WhUFEsGD',positive,cluster10
'Shoutout to all the boyfriends that treat they girl like everyday is Valentine day instead just on Feb 14.. if so I salute chaa..',neutral,cluster2
'1st free.edom taken away.  cant buy your size of soft drinks.  2nd.Religious freedom for Catholics. next? Obama...coming for you',negative,cluster5
'NEWS: Plan B confirms February UK tour with support from Labrinth and Rudimental! http://t.co/uQpkOOmo',positive,cluster5
'... Mumbai \'A\' against England in the visitors\' 2nd practice game from November 2 to 5. Mumbai \'A\' to be led by Suryakumar Yadav and',neutral,cluster5
'I may treat myself to some Serie B this evening. Cesena v Novara, maybe remind me of how much I loved Gianluca Comotto if he plays #joking',positive,cluster9
'@p4_da_PRINCE @lakers SACRAMENTO KINGS, we just beat y\'all Sunday and thurs night so what it was preseason won me some money. Nov11',positive,cluster1
'Nuggets at 76ers: 2nd half thread: Leave your comments here as the Nuggets finish out the second half against th... http://t.co/omb1hRrf',neutral,cluster1
'Rated R > LOUD > Talk that talk and Good Girl gone bad > Music of the sun > A girl like me',neutral,cluster10
'Demon Gaze, a next-gen Dungeon RPG for the the PlayStation Vita [1st trailer and screens] http://t.co/sCxXyY5n',neutral,cluster4
'Holy drunk! Wine, Johnny walker and beer are not a great combo esp on a Thursday night to many emotions too much sadness, calling it a night',negative,cluster10
'Got so much accomplished today ! i hope to see lots of happy faces tomorrow @FairmontPacific Rim for the wine&cheese info for Bella Bay ! :)',positive,cluster2
'Postal plants to shrink, 28,000 jobs at stake: The U.S. Postal Service announced on Thursday it\'s moving forward... http://t.co/1CWNuysA',neutral,cluster5
'The posters for Need/Want/Crave have arrived & will be up at the Leicester Square Theatre from tomorrow or Friday. Just under a month to go.',neutral,cluster9
'did you know we are cropping with tammy on Friday night? $10 holds your spot! Patti is making her King cake again... http://t.co/QE0mrkVL',neutral,cluster2
'@kadecudi_nova @keriilynnbabe well then, have fun not trick or treating. I\'ll be in br doing it Wednesday, and Thursday in Zachary. BITCH.',positive,cluster10
'Mixin it up. Playlist from the Winans \\\"\"Tomorrow\\\"\" to @kirkfranklin\'s \\\"\"Today\\\"\" to @InsideJMoss \\\"\"Good day\\\"\" to @therealmarymary \\\"\"It is well\\\"\" YUP!',positive,cluster10
'Great practice session with the @ConceptOfficial boys can not wait for Friday with @example & Sunday in Leicester Square Theatre!!',positive,cluster10
'So it\'s the grunge night at blue room blackpool tomorrow night! Pearl jam, Alice in chains and nirvana cover bands! 9pm.',neutral,cluster10
'My Gosh! Nandito ako na NIA 3 ang guess what? Andito si Mon Tulfo!! Lolokohin ko nga! Hahaha #AnnabelleEnglish101 i shall play with him!',positive,cluster4
'Todd Bertuzzi made the best of the NHL lockout Wednesday, but while having his son join an http://t.co/wpzBxAc2',positive,cluster1
'I want it to be November 5th already, because Lamb of God.',neutral,cluster10
'It makes me happy to see that Ron Jaworski isn\'t on Monday Night Football. Suck it @jawsespn',positive,cluster10
'Took and hour to vote...first day of early voting..please try not to wait until Super Tuesday #earlyvoting',neutral,cluster10
'\'Up All Night\'s\' Maya Rudolph: \'Saturday Night Live\' training \'prepares you for anything\': Maya Rudolph,... http://t.co/kIhSyIg0 #TV #news',neutral,cluster6
'Leaving the N.O. early tomorrow to get to Hammond!',neutral,cluster10
'Who\'s going to be on the 360 tonight?? Been awhile since the whole gang have kicked it on Gears3',neutral,cluster10
'Excited for Sarah G. Live, and today is the 5th day of Sarah G. Day :)',positive,cluster2
'Nick Watney hit a course-record 61 on Sunday to take the CIMB Classic title: http://t.co/bx4xSxQC',neutral,cluster4
'Kinda just want to stay home and cry all day tomorrow...',negative,cluster10
'Sun flare by the Washington Monument http://t.co/WbGjIcF1',neutral,cluster3
'Hockey home opener. LSI vs. CBA, November 28th, 7:00 at Hudson Valley. Everyone should be going to this.',positive,cluster9
'@Nas brought my tickets yesterday at the pre sale constitution hall in dc..btw way I love ur new album...nov.4th...epic night...can\'t wait..',positive,cluster9
'The biggest mistake Lucas Scott ever made wasn\'t almost marrying Lindsay or moving in with Dan, it was shaving his head in the 2nd season.',negative,cluster9
'he may be a cheap shot scumbag, bit I fuck with Todd Bertuzzi',negative,cluster1
'@artsbcdotorg  Plan a couple of days here on Gabriola for our Theatre Festival in August.  Theme \\\"\"Mardis Gras\\\"\".  Over the top in events!',neutral,cluster2
'People that are like 3rd year seniors << It\'s about time you move on w/ high school. This is not Degrassi where you\'re the same age forever',neutral,cluster10
'I may or may not be in love with Carrie underwood',neutral,cluster9
'Winter Storm Watch for Pocahontas county. Sunday night through Tuesday evening. 8-10 inches of snow possible with more in the highest elev.',neutral,cluster4
'Been listening to Careless World - Rise of the King  Cannot wait for the 23rd  #rackcitybitch  @longman4lrj  @florence200588',positive,cluster5
'@FAOnews In Somalia, the people are still waiting from the int\'l community strategy to develop food and agriculture after London Conference',neutral,cluster5
'Brooklyn Nets vs. the New York Knicks has been re-scheduled for November 26, nationally televised on TNT. Tip-off is scheduled for 7 pm.',neutral,cluster1
'Went to Sylvia Park for the 2nd time in my life today, and it was the 2nd time in my life I saw @Russell_Packer there hahaha',neutral,cluster10
'Seeing Carrie Underwood on the cma\'s is making me beyond excited for Saturday night, Carrie and Hunter Hayes, here we come!! :) @nasyakale',positive,cluster9
'Thank You God for blessinG Me with mY 1st Offer & Elon University for havinG faith in me & enouGh Confidence to Go Ahead & Pull the TriGGer.',positive,cluster3
'Are u ready for the latest London Conference?  3 Scholars.  2 Days.  1 Venue.   THIS WEEKEND  [30 June & 1 July insha\'Allah].   Venue: TBC',neutral,cluster5
'@OfficialKat You may have a few extra followers from Glasgow Scotland tonight. We all agree Max would make a better gf than the blonde girl',positive,cluster10
'After a truly amazing & blessed 1st day @Athariyyah London Conference we are soon to embark upon Day 2!!Come & take time out to learn truth',positive,cluster5
'3 VIP tickets to Machine Gun Kelly on December 9th! anyone want to go?',neutral,cluster6
'@maejae0510 dis u download all the epi with Eng Sub .. may I know from which website @MissFarahSawa',neutral,cluster3
'I\'ll be in Berlin with @adrianysan and @froda for Social Media Week. Meet us there tomorrow @Podio\'s event: http://t.co/7hTrteIF  #SMWB',neutral,cluster9
'Hello my Navy Yard and Coast Guard friends. Tomorrow we will be at Truckeroo. From 11am to 11pm.  @ the Fairground on Half St.',neutral,cluster6
'Van Pelt birdies the 17th hole to get to -21. He needs to birdie the 18th hole in order to force a playoff w/ Nick Watney #CIMBClassic',neutral,cluster4
'New post on blog! Hope to see you all this Saturday @mycloset_italia CESENA! With @happinessbrand fam too!... http://t.co/KW8Q1GQK',positive,cluster6
'I love the drive to Starkville can\'t wait till I make it into the college in January #AChiversParadise #onthereal',positive,cluster10
'Apple Can\'t Innovate or Manage Supply Chain: CUPERTINO, CA - OCTOBER 04: Apple CEO Tim Cook speaks at the event introducing the new i...',negative,cluster5
'On Thursday night, White Arrows, Hindu Pirates and Group Love entertained the crowds who showed up on the sand a... http://t.co/I8OT6DS1',neutral,cluster6
'@olaideolutayo__ omdayss , you\'re turning sixteen tomorrow , mum sent my cash so im going to do some shopping. anything you want?',neutral,cluster10
'Going to see Estelle - Sat 9/15 in Washington, DC at DAR Constitution Hall! Check out the tour dates here -  http://t.co/yS4GMo58',neutral,cluster9
'@kstewshair lol last I heard the 21st of december but who the hell knows. For Bel Ami they were going to show it but they didn\'t and',neutral,cluster10
'@MagzLovesTyga I do remember. It was like leaked at 1st so he made a new one for Careless World',neutral,cluster5
'So glad that the Classical Brit Awards are on ITV 1 on Sunday have set the record button just in case I forget to watch.',positive,cluster7
'Nooooo they delayed the knicks and Nets game until Monday!',negative,cluster1
'Me: \\\"\"Little early for Ash Wednesday isn\'t it?\\\"\" Stranger: \\\"\"That\'s a birthmark!\\\"\"',neutral,cluster10
'If you dont like Chris Webby, Mod Sun, Huey Mack, Machine Gun Kelly or Kid Cudi we can\'t be friends bye',negative,cluster10
'Going to the Social Media week in Chicago tomorrow morning. Will be bouncing between Trib Tower, Illini center & DePaul all day! #SMWChicago',neutral,cluster9
'@dorcov YUP. And did you watch Degrassi from friday yet? looool awkward campbell',negative,cluster10
'@gsquare9 I just wonder how peter is the 1st pope when the Romans crucified him 200 years before Christianity was legalized in Rome',neutral,cluster7
'Lying in bed last night listening 2 the wind in Porto Heli & dreaming of windsurfing! dropped off now: time for a 1/2 term BBQ in the sun!',neutral,cluster3
