@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'hehe very good choice n very sexy lol :) god i think of the greatest names hehe silly bugger me n sophie r gonna ave words wit the dude in charge lol :P gooody n glad ur okay u n louis all good? love you xxx',4,1,positive
'This was absolutely wicked, I can\'t wait to come again oh yeah!',4,1,positive
'Hey! So haven\'t heard from you in a long time...what\'s up with that! Well, I wouldn\'t mind hearing from ya...when you\'re not too busy. ----- ----- ~Liz~',2,2,mixed
'a yo telemundo i will drink a few for u at the reception',2,1,positive
'feels so sorry for all the women that missed out on such a great guy that i have found!! love ya!!',3,2,positive
'how am i a hater you fucker so do you have a girl yet or are you still tring to get back with April yall was such a cute couple what ever happened but let me tell you this she looked so much happier with you then that fag mike well talk to you later!!! ----- ----- ----- megan',2,3,negative
'yo yo yo brotha!! wats goin on wit you? hows high school for ya? just sendin my luv from mississippi!! well be good and dont get in trouble! always remember i love you and hopefully i will be out of \"A\" school and be homw for the holidays. maybe around thanksgiving. i get 2 weeks leave!!',3,1,positive
'Sup man hows it going in san antonio.',2,1,positive
'yea but but hit me up 936-572-2393',1,1,neutral
'who are you ?',1,1,neutral
'About time lol......BRO keep up the good work and i wish u Good Luck This year',3,1,positive
'Happy, happy Birthday....it\'s a great day and you are a great friend!',3,1,positive
'Sexy Baz, Disco Baz, HOT!! ----- xx',3,1,positive
'I like it how I saw you at Kandyland 2! ----- And I like it how I have a picture of Seth grabbing your boobie. ----- MWAHAHA. ----- I love you. ----- And I was really happy that I saw you. ----- You should go to Gettin\' Lucky. ----- K BYE! ::waves frantically:: ----- ----- <333: Monique',4,1,positive
'Tell your gay boyfriend to get a myspace page!! hows it going? cant wait till the rounds...',2,2,mixed
'hey mike just stoppin by yo page to show some love aiight don\'t act like u don\'t know how to return it.',2,1,positive
'ey ur not 19...',1,2,negative
'Ill bet. Its alright, hide your true feelings.But I still miss you guys!',2,2,mixed
'hey hottstuff! just wanted to say that I LOVE YOU!!! hope you like this!...?',4,1,positive
'I MISS you mi amigo. How are you? ?',3,2,positive
'do you recognize my song?',1,1,neutral
'I miss you too!!! Come see me soon!',3,2,positive
'Well some girls av gotta be reminded once in a while.Seriously you are x',2,1,positive
'FOLEY WE SHOULD GO PARTY FOR CINCO DE MAYO...UR MEXICAN RIGHT! LOL!',2,2,mixed
'hey thnxs 4 the pic comment hows u? no spoken 2 ya 4 ages xxx',2,1,positive
'hahaha!! shady asss!!',2,2,mixed
'i looked at the picture, she is adorable.',3,1,positive
'psssst, psssssssssssssst, hey you. wassup',2,1,positive
'what up buddy. havent seen ya for awhile hope all is well and u makin it to classes. No u heard about steve gettin the boot at our internship what a dumbass but i got a good laugh out of it',2,2,mixed
'Yes, I Do own shirts, and believe it or not, most of the time, I wear them too lolol',2,1,positive
'oh ZERMEY! haha welp your wife just wrote to me so i decided to write to you too, dont you feel specail! Im so stoked to see you and the fam (holly and the puppy)! all i have left to worry about is this last week then im golden! Big gulps huh welp see ya later! ----- ----- Kels',3,2,positive
'what part of dundun do u live at',1,1,neutral
'he he cool',2,1,positive
'Matey you getting the 300 back tomorrow afternoon yeah? ----- You wanna take your ski stuff out of my locker before hand so i dont forget? lol ----- Cheers for the present again, you\'re actually the biggest legend. ----- Geog buddies for life (Y) haha ----- xxx',3,1,positive
'CONGRATULATIONS! Well, that is if he shows up...LOL!',3,2,positive
'hey wuz up sexy im jux drppin some love for you',3,1,positive
'lily thanx for my new camera love ya girlie!',3,1,positive
'Hey you!! I\'m coming down to LA and I\'m going to be staying with Christina & Randy for a night or two July 19th.....I have a conference near LAX.....maybe we can catch each other?',2,1,positive
'hey fucknuts when are you coming back',2,3,negative
'YA!!! i am the new member of HD and we will kick some baily AASSS',3,2,positive
'mudd butt',1,2,negative
'merci for your comment! how are you? and your music? you\'ll come to Hungary this summer?? it would be awesome. ----- puszi, Zsuzsi',3,1,positive
'dave just waned to say thanks for the cruising guide. it saved my life to many time to count!',3,1,positive
'I\'m gonna go ahead and wish you happy birthday now \'cause with how often I\'ve been on myspace/facebook lately, I will have missed it by several months if I wait a moment longer. HAVE A LOT OF FUN! And don\'t walk down any dark hallways. Terrible people might try to scare you. ----- ----- But...I\'m over that. (Did you know the trauma therapists in Seattle are some of the greatest in the nation?) ----- ----- I had fun dancing with you a few weeks back - did you guys ever go on that double date you were mentioning? Well, I hope life is going well and that you\'re enjoying basement life. I miss it. Take care and I\'ll see you hopefully sooner rather than later!',4,2,positive
'Hey bro. ----- I stole your idea. I\'m sorry. ----- But I love it!!!',3,2,positive
'It was a late night in the club; she was winding and spinning around the pole as if she was an angle on ice. Her audience was amazed as she was able to bend in many ways. Ruby twirled around once more as her hair moved with her body. The music filled the place and there was more drunk bastards filling the place then usual, she watched from the corner of her eye as they tried to get a feel when she bent forward. She placed both hands on the pole as she pulled herself up she bent backwards spreading her legs apart slowly moving down the pole. She spun to the bottom as she finished her routine. Claps and whistles from the men filled the room. She smiled as she walked down the stairs and over towards the bar where she got herself a Martine.',2,1,positive
Yo....,1,1,neutral
'HAPPY BIRTHDAY,daddy ----- (:',3,1,positive
'Hey leah how ae u? hows it going in good old kett? is the work gd? and how is simon doing? its awesome here have bin out loads and am very tired but it is all good. had my 1st lectures today aswell. ----- catxxxxxx',3,2,positive
'my site the bomb hahahaha',2,1,positive
'ur space is tres nul...',1,2,negative
'Yeah, what Tony said. Are you coming to Vegas with us in March?',2,1,positive
'HAPPY BIRTHDAY GOOSE!!',2,1,positive
'your family will be in my prayers! ----- -Love tay',3,1,positive
'hey chris whats up hope everything is going alright for u and marry early X-mas',2,1,positive
'bish ----- I popped your ----- \"comment cherry\" ----- now what u gonna do ----- mwahahahaha ----- you r gonna get ----- myspace pregnant ----- =] ----- but boyah im out ----- so much love n lata ----- &hearts &hearts &hearts xoXox &hearts &hearts &hearts',3,1,positive
'Ashlee laughed as she closed the door to the joining rooms and laughed \"Sorry nope, It\'s ashlee, jennifer isn\'t here yet, and she wouldn\'t be coming in from that door\" Ashlee said with a laugh as she pointed to the door that she just came through. Krys seemed a little different then Ashlee thought but she\'d learn to deal and like this girl. Ashlee went over and sat down on one of the two beds that were in the room looking out the window. ----- ----- There was a bird that landed on the railing of the balcony that was for the two joining rooms, and Ashlee smiled. Then she looked back at Krys putting all of her things in the dresser and hanging shit up. Why bother hanging things up if you dont need to? \"So you stayin for the whole summer to?\" Ashlee asked her. It was June 20th. The first day that everyone was going to be there, but some of the people had to leave early, ashlee just wanted to make sure the Krys wasn\'t one of them',2,1,positive
'Waz ^ homey hows it hangin????',2,1,positive
'good stuff. xxx',2,1,positive
'o hello christina (tanishas mom) :D ----- ?',2,1,positive
'~**WEll hello there my lil harry potter!..lol..how are you doing? Better be good! well, tell your mama, i said, Hello!...talk to ya laterz...MUAH!**~',3,1,positive
'u big wet fart',1,2,negative
Sup?,1,1,neutral
'i like how i totally take over all your myspace pix hahaha ----- it was really good seein you this weeknd, unfortunate that we all had to see eachother under those circumstances.hope your doin better, get ahold of us some time come see our shitty apartment we miss you =)',3,2,positive
'U Suk!',1,3,negative
'Everybody\'s gotta have their fast toys!',2,1,positive
'you don\'t even WANNA know what it\'s gone take fa me to let you in the studio...lol',2,2,mixed
'hey cutie ----- merry christmas!!',3,1,positive
'----- heyy, whats up?',2,1,positive
'JUST WANTED TO SAY THANK YOU FOR MAKING ME A DADDY AGAIN AND THAT I LOVE YOU',4,1,positive
'heyy bud... it was good seein u the other day at the movies...we should do it again sometime',2,1,positive
'haha kool kool ...wel i took a tad older dan i used 2 now :D lol! nufink reli jus being a bum as usall :D munchin away da norm lol xxxxx',3,2,positive
'Wassssup Cashflow!',2,1,positive
'Dont even think about the possibility of there being three. Thats way too much for anyone to have to cope with. ----- ----- Bring a tranquilizer gun just incase!',1,3,negative
'Can\'t wait for Saturday!!! I am so excited!!',4,1,positive
'til october....... ----- gahhh, ----- thats a long time from now ----- oh well...... ----- so whats going on down in cleveland??????',2,2,mixed
'I really shouldn\'t be asking you for this but I want it so bad don\'t get me wrong it\'s just that I haven\'t had it for a long time I could already feel it going in so hard and coming out so soft and wet. No one has to know about this, I\'m desperate, but your help can be very grateful you must think I have a lot of nerve asking you for this but i can feel my tongue around it sucking all the juice out until there no more left, this has been on my mind all day long and I hope I\'m not being forward but can I have a piece of gum? -----',1,1,neutral
'ehhhhhhhhh wat is up',2,1,positive
'On some real ass shit stop leavin fucking message on my page bitch or ur gonna see how many bullet it will take to drop ur lil ass and don\'t act like my brother won\'t fuck up u aint know fuckin blood clown ass nigga',1,5,negative
'IDK u look like u just listen to a lot of rock',1,1,neutral
hi,1,1,neutral
TIM!!!!!!!!!!!!!!!!!!!!!!,3,1,positive
'ur page seemed to b lackin sum flava and SEXCINESS and most importantly sum WIT so who better to give u sum then tha SEXY ASS SENIOR WHO WAS VOTED WITTIEST OF 2007???????????? ----- ----- i\'s here NOW. ----- holla',2,2,mixed
'You know when you and Dan ok for <Megazone',1,1,neutral
'yep! what have you been up to?',2,1,positive
'Hey Michelle, how are things going for you guys. My wife and I are living in Pa. now with our first child on the way in Dec.',2,1,positive
'yea i know!! everytime i work out a plan to it falls through! ive had to workthe past several mondays and now were going outta state..but ima come when i get back which\'ll be in 2 mondays i think...anywho...ttyl gubYE!',2,2,mixed
'JOHN U DID IT ONCE AGAIN. U WENT ALL OUT AND OVER ACHIEVED. WHAT A WEB PAGE COOL GAMES 4 ALL OF US 2 PLAY. BEST PGE ON MYSPACE. I DONT NO HOW U DO IT.TERRORSTORM VIDEO IS SO COOL I SHOWED MY HISTORY TEACHER .HE SAID THAT THE VIDEO WAS ON THE MONEY WHEN IT CAME 2 THE TRUTH ABOUT WHAT REALLY HAPPEND ON SEPT 11TH . THANKS 4 WAKING ME UP . NOW I COULD SLEEP MUCH BETTER AT NIGHT.',4,1,positive
'Hey Girl!! its been soo long...i really miss ya. Anyway, nice page...jus thought i\'d make it a lil better:-) the numbers still the same. holla at me sometime love ya',3,2,positive
'WOW!!! Are you excited?? I am very excited for ya!! Good luck, buddy!!!!',4,1,positive
'Happy Belated Birthday!! Did you party it up?',2,1,positive
'chuck chuck chuckle vision chuckle vision chuckle vision !!! - JIMMY HAS A PERRRRTY FACE!',2,1,positive
'Sup Delta . ----- Carry on! ----- Lt',2,1,positive
'i have just realized u post way to much shit...hell it seems like i am getting a play by play of your life ...lol',1,3,negative
'joooolllz ----- thanxxx',2,1,positive
'just wanted to know why i\'m not your top friend??? i\'m glad you got your kiln!!! what time are you leaving on friday? hopefully i can come look at it this weekend!',2,1,positive
'Aww I love you too honey',3,1,positive
'HYE GIRL, YOUR SO WELCOME, I GRADUATED MAY 2ND....IM GOING BACK IN AUGUST FOR MY RN. HOW HAVE THINGS BEEN WITH YOU?? HOW IS YOUR LIFE GOING? GOOD I HOPE.IM DOING GOOD JUST TRYING TO FIND SHIT TO DO ALL SUMMER!!! TALK TO U SOON!!!',3,1,positive
'IT\'s ok. Busy. I saw Chance at a football game. Does he like it down here?',1,1,neutral
'hey miss! how r u? sorry it\'s been a while since i wrote but alot\'s been going on i moved, hubby went overseas, I beame a mama to a puppy, taking care of dad all while trying to maintain good hair lol. How r u? Good i hope. w/b',2,2,mixed
'bytch.... im ur hero!!! da dada daaaaa',2,2,mixed
'what happened to you duuude?!?!? ----- we never saw you! ----- xx',2,2,mixed
'HAPPY BIRTHDAY!!!11!!!!!1',2,1,positive
'austin, change that gay ass background!!! lol, it sucks out loud!',1,3,negative
'Haven\'t came thru here in a while so i\'m jus stoppin by to tell u ur beautiful. holla @ me',3,1,positive
'ha ha yeah so hi i\'m kelley... just saw pirates and thought of you... ?',2,1,positive
'Yo Matt, ----- ----- Great time in LA!!! We\'ll have to go back to Cali surfing together again.....maybe this time the Pacific will cooperate with me more! My age is already catching up to my board ability!! I\'ll get back to you about getting those Cards tickets......maybe I\'ll work you in a cameo in my new film...who knows! Haha! Good luck in Arizona! ----- ----- -Owen',3,1,positive
'wat up nigga',1,2,negative
HI?,1,1,neutral
'YO CHECK OUT MY NEW PICS LEAVE ME SOME PICTURE COMMETS',2,1,positive
'Wow... Everyone\'s on this myspace thingy. Anyways, great idea putting this on there! Power to the people.',3,1,positive
'hey hey chichi whats up i miss you.i want to go back there it that i cant...... but you now i will always be right there beside you & i will all ways love you',4,2,positive
'sup boi',1,1,neutral
'Hey Rob x ----- Wuu2 Im realii bored write ----- back c ily',2,2,mixed
'YOUR GETTING MARRIED.. CONGRATS!!! IM HAPPY FOR YOU ?',3,1,positive
'Happy Birthday, Craig!!',2,1,positive
'Hii ----- How Are u ----- Do I Know U? ----- <33',2,1,positive
'Casey! Your myspace is a Niiiice space! ----- <3 Janling',2,1,positive
'thanks you 4 the add!!',2,1,positive
'thank 4 tha add',2,1,positive
'Okay so what\'s next????? I think I want one on my rib cage like Klink got. It\'s cute as hell. Or maybe on my finger...Hmmmm... It\'s soooo hard to decide!',2,1,positive
'HEY JON! Good to see you doing well :)',2,1,positive
'hey \"General\" just stop by to add my beauty to spot... mission accomplished i\'m out!',2,1,positive
'Happy Birthday sexy.',2,1,positive
'Cheers for the underberg buddy u can smell how strong it is without even opening it lol sure if that where to be consumed tommorow it would be very entertaining. see u 2mz jonny',2,1,positive
'how ya been stranger',1,1,neutral
'whats up punk....how have you been.. so where do you go now to kick it? let me so we can have a drink...hope your day is going well talk to you soon.',2,1,positive
'Hi Maggie - ----- ----- Glad you are feeling so happy! Love the new photo you posted...and the new layout!! Keep it up, Girl! ----- ----- Becky',3,1,positive
'wuts up marco ----- nutting much here just chillin in lA wit my cuzins late',2,1,positive
'Hey Silly! ----- I am waiting for other apps to get in and The President will get back in touch with you! ----- Smooches! ----- Ready for Revival?',2,2,mixed
'if u have a better name tell me but it means JIGGA KREW UNDERGROUND FIGHTING LEAGUE',1,1,neutral
'wud up limbernuts! just checking on ur goofyass.gimme a shout',1,2,negative
'jacenia, wutss up??? nttn here well ya ummmm ya lets hang out sometime just call me if ur with paige or kaitlyn or something well ya im gonna go peace',2,1,positive
'hey when do you want to go see nightmare before Christmas 3D, or do you want to see 30 days of night?',1,1,neutral
'hey bro. this is the first day i dindnt come to see you. i thought about you all day and i get phone calls fron james every time there are visiting hours. i really miss you and i cant wait to see you back up and around. you have no idea how hard it is for me to see you in that bed. i love you, you are family to me and i just cant stand you not being around. well i will wright soon again. love ya your bro forever.BELL bitches!!!',3,3,mixed
'hey baby',2,1,positive
'Thanks for the Birthday wish last week. It\'s been such a hectic time, what with the Civil War taking place, and my alter ego being public knowledge, that I just plain forgot to celebrate. ----- ----- Cheers buddy!',2,2,mixed
'Hey Lauren! ----- ----- I\'m good ta...how are you doing? Yeah I graduated yesterday...it was a very long day but a good one. Our ceremony wasn\'t until 4.30pm and the previous ceremony over run..and the ceremony managed to go on for 2.5hours!!Mad. But never mind i\'m a graduate now!lol ----- ----- How\'s your course going? ----- ----- Amy xx',2,2,mixed
'Wat is ^ my lil nig wats crackin homie????',2,1,positive
'----- ----- ----- ----- This ----- is ----- SO ----- funny! ----- ----- ----- -----',2,1,positive
'woah i havent heard onyx in like 10 years. so im throwing emily watson a party next month. if your interrested space me.',2,1,positive
'im ok thanks mate, how are you? x x',2,1,positive
'Hope your having a good day!',2,1,positive
'Actually on July 4th I play on going to Disney World',2,1,positive
'yeah something fishy is going on here on myspace... apparently somebody has access to several peoples accounts and is posting these \"spam\" comments and such under their names... TOM NEEDS TO DO HIS JOB AND GET RID OF THESE MADMEN!',1,3,negative
'I really miss u guys!!',2,2,mixed
'HAPPY BIRTHDAY!!',2,1,positive
'hey look ----- ITS TANYA AND SHELBY! ----- **points** ----- lol',2,1,positive
'hahahahahaha sorri had to laugh at u u got shut down mah nig lol jus playin',2,3,negative
'Hi I love your pix, I love you too...I\'ll talk to you soon!',3,1,positive
'I love your kitties!!',3,1,positive
'oh no i thought it was on the 5th i am so sorry happy b-day luv ya',2,2,mixed
'yo nigga happy bday',2,1,positive
'what up duuuuude! call me, we need to catch up brotha!',2,1,positive
'Thnks 4 the invite hope to hear from you soon.',2,1,positive
'hey girl!!! Yall coming out tomorrow night??? We missed you guys last week!!!',3,2,positive
'hey sweetie sorry i havent been around a lot lately this whole thing with closing on the house is killing me. dont worry it will be over soon ill talk to ya later loves ya',2,2,mixed
'hey tia i wanted to say thank you for the wonderful job you got me !!! your def. the boom.com ----- ----- ily',3,1,positive
'oooohhhhhhh LLLLOOOOOOOGGGGGAAAAAANNNN damn i miss ur drunk ass',3,2,positive
'Hey boo, just cumin through and showin my baby sum luv and respect and u need 2 call me 2, i miss u, luv ya, xoxoxo, bye',3,1,positive
'Thank you for the add and for your support. Have a good rest of the week. Happy spring time to you.',2,1,positive
'hey! why don\'t u just get married already!! u nver want to hang out with me anymore or even answer your phone! :( u love your bf more than me!! lol j.k it\'s ok, i do that too, but u need to let me know about monterrey so we can stay in the same hotel or watever, and i already got my days off of work! yay! well let me know, call me! ----- *jess',2,3,negative
'Thanks for taking the time to look at my profile, and for the friend request!!!!! ----- ----- Hope you had a lovely Xmas and have a really great New Years! ----- ----- Drop by anytime, ----- ----- Fran x',3,1,positive
'i luv u baba! cant wait for home sweet home!',3,1,positive
'HEY BRAUNDA ;-)',2,1,positive
'when are you gonna cook me some dinner!',1,1,neutral
'who needs correct grammer???',1,1,neutral
'You need a picture!!!! lol love ya',3,1,positive
'Hey! I MISS YOU!!!!!!!!!',3,2,positive
'man how come no one comments on stickyland oh well comment me back man',1,2,negative
'Oh my... that has to be one of the funniest and scarriest things I have seen in a while... Thanks for making me laugh and throwup at the same time... :-)',3,2,positive
'being bored u',1,2,negative
'Happy Saturday!',2,1,positive
'i\'m back!!!!',2,1,positive
'whas up ladie? how u been? i havent talked to u in a while',2,1,positive
'good good, and yourself?? where are you guys now?? anything new? oh did you get a gift for your bro? ill talk to ya soon k have a good day',2,1,positive
'thnx fo da add...',2,1,positive
'ANNNNNNNEEEEEE!! ----- ----- GOT A MYYSPACEEEE! ----- ----- HELLO QUUADDD! hahah i love the quad. FOOSHO.[ghettopatsy] anyyywayyss, im very excited you have a myspace now because i can talk to you 24/8 now! HAHAH jk, but seriously, because i don\'t have a cellular :[ buttttttt i lovee you annne. you are my hero supremelyyyyyyyyyyy. ----- -----',4,1,positive
'gohh you are hott jacob',3,1,positive
'yea ----- i kind of make everything funner',2,1,positive
'so wutsup :D',2,1,positive
'hey cuz. so how\'s GA? ----- Cali is hot as a mutha....',2,2,mixed
'MATT! I am in town... we should hang. soon.',2,1,positive
'whats up wit da beach trip yo?',1,1,neutral
'Ur Madden Game is Trash Can Juice Clown!!! remember ur record against me is 1-1',1,2,negative
'damn that sounds boring but good in a way... me ive been up to nothing just posted you know .... where do you work at..',2,2,mixed
'Yeah long time no talk, how was your vacation or what it was you did.Just up and left lydia told me huh, I fell ya, Im bout to do that shit myself in a minute.Take care',2,2,mixed
'I luv all your pics. You look like u have a bunch of fun and crazy times w/ your friends! Where did u see Ricky Martin at- and y wasn\'t I invited! :-) Have a good weekend!',3,1,positive
'no i just hate fuckin turkey',1,3,negative
'yeah. whatd u do on such a monday. lol',2,1,positive
'Ah good sport mate! sorry thought itd be funny. Will looks particuly like a ska kid in the pic with his hat?',2,2,mixed
'I\'m usally in Venice Park but i reside in EHT, you?',1,1,neutral
'Hi Alyssa!!',2,1,positive
'haha... its an inside joke',2,1,positive
'Yo Dew, my man...I realize I said I was game for LBGP, but unaware, at the time, that Trey\'s 40th was on the same day...at least I think so...must check...I\'ll get back to you tomorrow...6-ish...that\'s post meridiem...you\'re hearing from me either way...in a minute, bruh...',2,1,positive
'whats up cutie ----- thanks for the add comment back ----- ----- <3 michelle',2,1,positive
'mate id do her too. ill try n get her number for u. jokes!! gotta talk to tom talk bout gettin out to c u. i cudnt remember wen u sed ur sister was goin out there so i tried 2 find out from her so we didnt overlap but got no response, plus im just settlin into my new job so dnt wanna take holiday straight away. defo gotta come out there tho!! gotta see that water sprinkler in action, lol......wow',3,2,positive
'jus droppin through to show some love.',2,1,positive
'So when can i be a stromtrooper? or do i have to be a damn cloner to do that!?',1,1,neutral
'Andy\'s EX gurl',1,2,negative
'sorry to hear that mate! just wondering if you fancied goin pinks tonight?',2,2,mixed
'yeah for the most part but im not getin in trouble any more',2,1,positive
'helo stace thought i would say hello as a old school buddy x jess',2,1,positive
'Hey chic how ya been!!! what ya been up to????',2,1,positive
'hey girly u need to get some color and stuff on here lol..luv ya. ----- ~Rach~',2,1,positive
'Congratulations! I know that ya\'ll are excited! when are you due?',3,1,positive
'Hey jazzy.What is good ?',2,1,positive
'Diggidy diggidy JOHN, what up B. don\'t even act like you wanna hug from me. don\'t acks me. jkjkjkjkj k ----- not much going on here yet, we are going to visit the little kids at the orphanage tommorow morning. how are things in the good ole USA? I miss that mug',2,2,mixed
'thanks for being my friend',3,1,positive
'i was thinking, we could actually just make a marathon of our own. maybe like a jog from your house to the wies at school. don\'t know if it would be funner than a real one but i\'m to impatient to wait that long.',2,1,positive
'hey vball kicked my ass today how about you??haha..we better not get cut or else i will be really mad..haha c-ya tomorrow bright and early outside at 6:45..for conditioning..haha ----- <3Yssa',2,2,mixed
'thanx 4 da add',2,1,positive
'same here',1,1,neutral
'doritos were my affair..im completely faithful to pringles now tho :) ----- jp sed du wnt some cherries?? ----- xxxxxxx',2,1,positive
'i\'m really good, getting married in two months. yeah it has been a long time haha i was just cycling through my myspace and saw yours. still working at joe\'s?',3,1,positive
'hey Wayno! thank you. nice to see you.',2,1,positive
'well anyhow up to 100 votes wins!! so go and vote!!!! and also this is an auto messaging thing i got... Please don\'t ask me for the program.. ----- ----- comment my pictures and vote for Best Action shot!! ----- 7 times!! Also comment my myspace.... And tell me how you like my site and what you would like to be changed... Also i would like it if no one posted junk on my myspace... Thanks.. Like random stuff....',2,1,positive
