@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'It was a good game. Most Canucks fans are cool with me and the ones that made it to the Honda Center were pretty classy. I sat close to this group of Canucks fans and one them had a poster that read, \"you wish you had swedish twins\" lol',3,1,positive
'why dun they have this in cantonese version?',2,2,mixed
'wtf game of love O.o',2,2,mixed
'Great fuckin video bro killed it man nicee.',3,1,positive
'You got good grades in music? I hope you\'re kidding and not really trying to say that taking a guitar and piano class means you\'ve studied music. I have a bachelor\'s in music and even after years of analyzing compositions by many of the greats, I don\'t feel I\'ve even scratched the surface. That\'s the difference between you and I; you\'ve settled and are easy, like the rest of the simples that buy into what they\'re force fed. I\'m discerning and actually pay attention. Creed is terrible.',1,4,negative
'Thank you so much! For the first time I managed to do a stitch after watching the video less than a hundred times :)',3,1,positive
'Can you use the steering wheel controls to change songs and such on the Zune?',1,1,neutral
'Doesn\'t matter...Richard Nixon/Spiro Agnew would have still won the White House and did a better job in my view of history back then.',2,2,mixed
'was it necessary to use the word \"shitty?\"and hunny , if you dont to hear their voices , might as well search up another video and stop trying to be a badass with all these comebacks :)',1,3,negative
'holy shit that guy swung that club hard',2,2,mixed
'I love San Fransisco, spots everywere',3,1,positive
'it doesnt matter if dada goes to 0..only matter is HIS tram won today by his rules...',2,2,mixed
'Cool video guys! Bodybuilding Warehouse is top! Bought all my stuff from you lot recently, cant thank you guys enough!',3,1,positive
'very cool and i dont smoke',3,1,positive
'Hahahaha Mallory talking to that chicken XD she makes me laugh',3,1,positive
'uhh why does youtube allow this big of a video? no way this is 15minutes XD',1,2,negative
'ASIAN! I\'m going to start buying some MAC makeup because of this video! And also since I just started out in makeup you better help me when I have questions ;). lol! Love you from other ASian. (and if your confused PGS. lol)',3,1,positive
'Wow...that\'s impressive!',4,1,positive
'y puro mexico desde dallas tx',1,1,neutral
'yes bone boys is back',2,2,mixed
'@FaithNoMore1977 What does that even mean? If you\'re going to get short with your keyboard, you might as well make sure everyone know\'s what your talking about.',1,3,negative
'future looks bright',2,1,positive
'i\'m making sugar cookies MYSELF withouth setting the house on fire',3,2,positive
'hey she was in tank girl',2,1,positive
'@APLUSVIDEOS I know! Whats up with that? Isnt he a water/flying now?',2,2,mixed
'Downie ALWAYS gets his ass kicked. He\'s lucky he never had to square up with guys like Stu Grimson, McSorley, Tony Twist, or Bob Probert. He\'d be dead right now.',2,3,negative
'blaga bla bla bigidy bigidy i sOund nothin like john travolta',1,2,negative
'Lobo-Awesome XD',3,1,positive
Thanks.,3,1,positive
'@drecklia: Well, there is all that pr0n to surf, I suppose. Yeah. Pr0n, beer and parties, right? Hahahaha... we had that, but you had to get playboy and hustler and beer was whatever you could afford. Me? I was too much of a nerd to go in for a lot of tha',2,2,mixed
'Here we go. Censorship. So long first amendment!',1,2,negative
'thank you. like the first thirty seconds helped me with my problem lol. do u think u can make one on how to make npcs\' move one or two steps at a time? that would really help me.',2,1,positive
'And didn\'t Capp rather crudely put the moves on her?',1,2,negative
'Ehhhh... I think you\'re misusing corpus delicti. The corpus delicti is a test to determine if the crime being charged has actually occurred. For example, if we want to charge someone with murder, we have to show there has been a murder first. To do this we use the corpus delicti. You\'re trying to use it as a means of defining which actions are crimes. That\'s really outside the scope of what the corpus delicti is meant to do. I don\'t think any court has actually applied it this way.',1,2,negative
'I\'ve played every RE game. These movies do the game GREAT justice. They have their own story line sort of. So maybe that\'s what people get upset about. But when it comes to some detail like different types of zombies, dogs, gadgets, weapons they\'re spot on. The 3D on this movie was amazing and best I\'ve seen. I feel like it was a lil boring and I hated how it ended. Seems like they\'re trying to make it more of a story driven Action film rather then a story driven horror film which it should be.',3,3,mixed
'@daymyth tell me you are joking. Oh no, u are serious.OMG, you actually believe what you are saying. well. Good luck to you.',2,4,negative
WRYYYYYY!!!,3,1,positive
'I know how you feel, sadly my fathers funeral was on 14th Jan.',2,2,mixed
'what a fucking pusssssssyyyyyy',1,5,negative
'I love this video.',3,1,positive
'shes old nw.',1,2,negative
'I love ouiser....\"A bunch of my friends would dress up as Nuns and go bar hoppin\'\" ROTFLMFAO',4,1,positive
'SOMADALA WITH A HOT LAFIDI.',3,2,positive
'Yep, pretty much, lol! It adds to the overall appeal of the game IMO! :D',3,1,positive
'Yeah this one has a lot better video quality than the other one.',2,1,positive
'@gaiusscholasticus; I don\'t assume any rights, my friend, because I wasn\'t there.',1,3,negative
'no madaras brother is definately dead, madara took both of his brothers eyes and danzo only has the sharingan because when itachi killed shisui it was under danzos orders because danzo wanted a sharingan himself.',1,3,negative
'I have listened to many subliminal tapes, but this is certainly beyond anything I have ever experienced in this kind of genre. and, the art is incredible!',3,1,positive
'zack for the hallowen zombie theme can you make weapons like a jason style machete please i tried many tutorials and none of them work please indymogul and zack? your my only hope',2,2,mixed
'GREAT VID WALT! As Always! Walt i\'m so sorry i havent made your show in a while. I have been working on new tricks and my show but im hoping to make your show asap. I think im meeting up with ustream on someday next week and i think they said it might be on monday. Walt i am truely sorry i cant make your show but your the man walt! Keep the music going!-Cameron',4,2,positive
'Wow, lots of cool things about UNT that I didn\'t know, and I went there! :)',3,1,positive
'im glad to see some 1 got they eyes open',2,2,mixed
'There is no better Punk Rock band than the Ramones! And thats my opinion.',3,1,positive
'it\'s not really fair. everyone except Terra, Ven, and Aqua, the three HEROES of the story, got a happy ending.',1,3,negative
'if you collect all of them in every story you get 1 achievement. so basically no.',2,2,mixed
'Daug La Salle :)',1,1,neutral
'Review vegetarianism, please.',2,2,mixed
'Police Academy was his last movie, He should have left it at that.Horrible movie,,,',1,3,negative
'i love the flow of this song and its just a couple of words but thats what makes it catchy.i really like this song.',3,1,positive
'Amazing. Cela m\'a beaucoup plu. Top stuff.',3,1,positive
'my love new york viva estados unidops cabrones yheaa',1,1,neutral
'@Cheatman97 you ever heard a GOD rapping?',1,2,negative
'that wasn\'t blue meanie you jerk.',1,3,negative
'this two old timers seen it all ,real brave guys coming forward',2,2,mixed
'What the heck? Why is this flagged? Err... now i see that others are also wondering what idiot reported it... Sheesh. Just coz you hate j-pop from the 80s...',1,3,negative
'Very cool view of the inside of MMA, love Shields and his crew, looks like the real deal.',3,1,positive
'looks fun, i might go there next year. what dorms are those? and how nice are they compared to like brandt( if that isn\'t brandt)?',2,1,positive
'I saw the theatrical version in the theater and the opening credits were very erotic. I know...for those who don\'t recall it had Buck and various women mackin on the Buck Rogers logo. If I recall correctly.',2,1,positive
'I saw Pepsi without High Fructose Corn Syrup, I was really surprised.',2,1,positive
'fuck u i ment the video dumbass',1,4,negative
'With that being said all galactus would have to do is convert the yellow suns energy into any matter he wants to strip superman of his powers or restructure the molecules in supermans body into kryptonite or simply teleport him to a different galaxy where there is no yellow sun.',2,2,mixed
'wait, so, remind me again what he would know about anything? he fucked up countless albums(surfer rosa, in utero), and has his head way up his own ass.',1,4,negative
'This is such a powerful video. It is amazing to see what you guys are doing for these beautiful women and children. Dave',3,1,positive
'thats shocking!',1,3,negative
'She is ok. but song sucks.',2,3,negative
'lol, imagine being the drummer :D',3,1,positive
'i kinda wish clay aiken ((unicef ambassador)) was in that commercial more than once...:((',2,2,mixed
'I love it',3,1,positive
'Stacey\'s so much better than the new blonde girl.',2,2,mixed
'dope as usual! rare finds...',3,1,positive
'Loved this video :)',4,1,positive
'Big Meaty and Bouncy! And that organ ROCKS. Maybe a little Wolfmother would be a good choice for the band.This is my idea of what a rock band sounds like.',3,1,positive
'ethier of those would be acceptable too',2,1,positive
'This guy remeinds me of a chubby Doug Henning!',2,2,mixed
'... i mean the lions were 0-16 last year... i imaging one of their guys are available... haha',2,2,mixed
'i love u more 2',3,1,positive
'@Rodzhila its not as funny as MXC cuz they lack lil Asians and the funny characters',1,2,negative
'oh Michael shut up! Quality',2,3,negative
'@joeisacutie my brother\'s',1,1,neutral
'thankyou! this helped me soo much!',4,1,positive
'Hey, this is a really awesome quote mix! And, of course, we all know Sarge is an amazing singer after the third part of the Reach special with the Forge song...',3,1,positive
'PI MU....the Polo Madness KHAPTER BABY',2,1,positive
LOL!!,3,3,mixed
'hahah mayo u wild cuzzo',2,1,positive
'demasiado preciosa i will love to know you',3,1,positive
'Who is to say that they have not invaded....subversely creating a race of ingnoant, consuming slaves! Remember perception is reality....our collective eyes are being opened to things that are not from this world....and so we must ask the question... Are \"we\" from this world? We have step by step been leaving the earth the day we put shoes on. Think about it....deeply.',1,3,negative
'I used to play mandolin and sing in a band with some girls who played bluegrass. I was a bit wild for them. They were sheltered. I chose the band name \"Pickin\' on Molly\". They loved it. They thought the banjo\'s name was Molly. I thought it was funny. It was really just a variation on Flogging Molly.',2,2,mixed
'it goes hard!!!!!!!!!!!',3,3,mixed
'omg that is awesome.',3,1,positive
'Please look & listen to this spiritually stimulating Youtube video*September 19Th*Mark Lakeman of City Repair is coming to LA & will be teaching a very groovy hands on workshop @ HM157*',2,1,positive
'if you pause then clicj past themit only works sometimes',1,2,negative
'no your not!',1,3,negative
'Yes, but in reality (especially at that time) he certainly would have incurred the displeasure of the tennis club members by turning up on court wearing casual trousers, shoes and long sleeve shirt!',1,2,negative
'sounds abit like richard dreyfuss',1,1,neutral
'How very beautiful, CC. I would certainly love to walk there among such lovely landscapes.',3,1,positive
'I aggree, that kinda police brutality is detremental to the confidence the public has. Thoes arse wipes should be fired and arrested however much like politicians, they will \'get away with it\'.',1,4,negative
'@MultiUncensored You\'re the one who\'s pissed because a crtic gave thumbs down to some movie you like. Faggot.',1,4,negative
'Good stuff, and the parting shot hit with unexpected force. Shut \'em down. Shut \'em down.',2,2,mixed
'the big dick rail. LOL.',2,4,negative
'sports game suck aSS',1,3,negative
'oh, and i got to see her live outdoors this summer at Fraze Pavillion in dayton ohio',2,1,positive
'The Maghreb Union Countries \"place of sunset\" or \"the west\"The Maghreb Union Countries \"place of sunset\" or \"the west\"The Maghreb Union Countries \"place of sunset\" or \"the west\"The Maghreb Union Countries \"place of sunset\" or \"the west\"The Maghreb Union Countries \"place of sunset\" or \"the west\"Wiki put Conrad Black in Jail',1,2,negative
'one of my faves :P',3,1,positive
'my favorite NOIR DESIR song. SEXY!!!!',4,1,positive
'Hey Pal,',1,1,neutral
'exelent explanation',3,1,positive
'You misinterpreted my post. I was not taking potshots at athe NO. Yes, I do like the Extraordinary Form but a NO Mass can be for me ,just as beautiful when the Ars Celebrandi is the forte\' of a Priest. Just because I would have like to see both forms of Mass featured in the series does not warrant your assumption of my zeal. If a Priest celebrates either form badly it speaks for itself and I need not take potshots at 1 form or the other. Your zeal towards my comment is the only thing misguided.',2,3,negative
'Thanks for mirroring.Maybe you\'ll have more success. 450 views in the last 5 days for my channel.It should have EXPLODED considering it was the only video of Othman denying she is \"Ambassador to Space Aliens\".Here\'s the thing about this though, she REALLY IS \"Director\" of \"United Nations Office for Outer Space Affairs\" so the News reports were essentially correct. They just reported her TITLE incorrectly, which forces Othman to DENY it.So, did the media do this to discredit the truth?',3,3,mixed
'the little gangster rapper jesus! - Priceless!',3,2,positive
'A great video. *****:-)',5,1,positive
'500 bucks was almost six grand back then',2,2,mixed
'den kommentar hab ich doch schonmal gelesen^^',1,1,neutral
'They totally copied Metallica. Listen to the beginning of Creeping Death after watching the beginning of this.',1,2,negative
'they fucked that game up big time!!!! HAHAHA',3,3,mixed
'Ano itong performance na ito? Details please.',1,1,neutral
'might want to add on a smaller one to lead the big one',1,1,neutral
'I can never understand how an anime eyeball can be round..... isn\'t it supposed to be huge, and possibly SQUARE? I mean, the whites in anime eyes are huge and not round at all!',1,2,negative
'who are the wingmakers?',1,1,neutral
'looks like fun',2,1,positive
'549 gradjana +1 :D',1,1,neutral
'lol - that is funny. I know sainsburys staff get stick, but i love it, not many managers make themselves look a tit.',3,2,positive
'ankward to watch',1,2,negative
'my youth showed this sermon video to us today at church and i just LOVED this song! most christian songs aren\'t harsh enough (in a positive way) and really send out the message, but this one did and i think God REALLY spoke to Kendall bout this one!!! thanx for this AWESOME powerful song!',5,1,positive
'where you at alaska??? this has to be old footage.',1,2,negative
'@gwargwar1981 I just realized they did something to the webcam software on youtube, when I heard my dog lapping up water, I dont think I\'ll have to hold the mic up anymore, after I painted it black and everything. Mike said it looked like a tampon.hahahah',2,2,mixed
'This is the best cover of anything I\'ve ever heard',3,1,positive
'What matters is the sound of the song and not how he looks.Thank god stephen hawking in wheelchair all his last two decades would not have had the chance to do his doctorate in physics but also regarded as the living einstein,he would have no chance in some people\'s world.',3,2,positive
'... Having Sora In Brawl Would Be',4,1,positive
'Can anyone tell me which fugue it is at the beginning???',2,1,positive
'How can you type with a PENIS in your mouth?? That\'s a skill...make a video of that.',1,4,negative
'Lol, a drive shaft in the car is only an annoyance? Sounds pretty dangerous to me. Anyway, very nice video!',3,2,positive
'Ilove your video rollin!!! and ballin!!!',4,1,positive
'Brilliant song, and who better to deliver it than Jesse Dixon. AWESOME!',5,1,positive
'love pete',3,1,positive
'ki lo gba instruction lowo daddy..iwaju yin ni ma...daddy..Mr Latin funny yo..lmao',2,1,positive
'Sit In My Lap...Hold On!! Stop Moving!! It Pose To Hurt!!',1,3,negative
'Get a grip! I have already given you my views.NOW just accept them!',1,4,negative
'yeah your gonna look a bit weird arnt you, you one day randomly turn up at a neighbour\'s door and ask to check all their rooms',1,3,negative
'smartest talk ever',3,1,positive
'@lunabianca22 That was well said point taken.',3,1,positive
'@soldier14E Sierra from VersaEmerge',1,1,neutral
'@MsMrii Cotton, Wool, Linen, ect.',1,1,neutral
'@mrtrkdlite i didn\'t know you can speak australian....',1,1,neutral
'Mio nonno ? de Basilicata',1,1,neutral
'Thank you so much for posting!! I taped this in 1990!! I was 14yrs old and watched it every day!! I let someone borrow the tape about 6 years later, and I never saw it again.. But thanks to your posting, I can hear/see it again!! Thanks again!!',4,2,positive
'I feel that if this video were entered in the Grammys, it would win for best music video.',3,1,positive
'@McAngelo24 ',1,2,negative
'i love this song',3,1,positive
'Thanks Jamenjoe, I\'ve found the song! Nye Nindu by Agricantus',3,1,positive
'God dammit Chu, I thought that you were above wobbling :(',1,3,negative
'yep real film',2,1,positive
'Thanks? ',2,2,mixed
ahahaha!,3,3,mixed
'Glen Beck is prime example of republican greed. It?s always me, me, me, I, I, I. Caring for no one but himself.',1,4,negative
'thaT\'s what you called pro sniper!good day ..:G*sorrOW<3 FroM PSF',2,2,mixed
'Nice! I was hoping you would upload this show. It\'s one of my favorites.',3,1,positive
'i like dark crusade alot next time pls play as imperial gaurd',2,1,positive
'so madd i voted for her in 2005glad shes gone!',1,3,negative
'this is sum mad talent take time to look for a track called im sorry ,reaching for me ,you are my everything on my channel im from the uk so wud sound like different rap to u but plz comment rate n send out to friends ty',2,1,positive
'Hahaha. This compiles some of the only good parts of this movie.',2,2,mixed
'fucking posh cunts, alright for them to pollute the air with there V8 tractors........suck my ol\' bill you toffy nosed cunts',1,5,negative
'2 people missed the \"Like\" button. Awesome song!',4,2,positive
'This kid is cute..can\'t get credit for a phone, a car or a house. Maybe he can scrape up some money somewhere to buy some shampoo and wash his hair. As they go on, his hair is getting greasier and nasty...',2,3,negative
'Awesome Video.',4,1,positive
'You really are an idiot aren\'t you? It is hyper saline, and part of the ecosystem of the area. Go look at a global map... you can clearly see that Salton Sea was once the top end of the Sea of Cortez... and through years of sedimentary deposits, became a land-locked inland sea.The summers make the edges more saline, and have less oxygen available... the stronger healthier fish travel to the deeper sections of the lake and are fine. You really are an idiot....',1,4,negative
'Is it necessary to own a large white tunic to be a cult leader? If so I have been going about this all wrong with my jogging suit!',1,2,negative
'Never give In!',2,1,positive
'I choose to celebrate his life, not question his death!',2,2,mixed
'Very nice video. And such a beautiful song. Thank God we have people like Nichole Nordeman to help put words to the praise that our hearts feel toward our Lord. What a blessing her music has been to me and my walk with the Lord.',4,1,positive
'yeah it is b/c how else could they make lip gloss ! I still luv yah Jory!',3,2,positive
'fags :}',1,4,negative
'the food channel thinks that good bbq comes from new york city....lol...lame....',2,3,negative
'@iMartger he is a nazi. Get your mind out of the gutter and start thinking.',1,4,negative
'lol its ok',2,1,positive
'what the fuck is the name of the song',1,2,negative
'oh my godd thats so sadgreat chapter!',3,3,mixed
'Europeans thought they could import muzzies to use as cheap labor, and that decision was the beginning of your collective cultural suicide. You did not understand the nature? of those you brought into your midst. And whenever one of your own stands up for your culture and heritage, you denounce them and call them racist. Your only hope for survival as a people is mass deportation.',1,4,negative
'brilliant free runing',3,1,positive
'thanks for posting',2,1,positive
Nice,2,1,positive
'I swallow it every tuesdayNow that is funny.',2,1,positive
'Does anyone know what year the scenes on the Rapid City, SD line were shot?',1,1,neutral
'does it cost money?',1,1,neutral
'I only see two modes in Darkmount...kinda sick of the lame third modes...i would rather have them focus just on two modes and keep them solid...but i do have to wonder what is so hard in designing a tank that can also turn into convincing looking turret',1,2,negative
'Happy birthday bitch.',3,3,mixed
'nigahiga, way better \'cause nigahiga has his own idea, makes it realistic, and doesn\'t say bad words or do inappropriate things',2,2,mixed
'I\'ve noticed that you, Paul, wear sunglasses a lot. I\'m guessing you guys are always so stoned that eye drops don\'t work. lol.',2,2,mixed
'@ZeroTechSkilz Thank you and thank you!',3,1,positive
'jajajaja me muero de la risa con giovanni 5:08 jajajajajaja ......',1,1,neutral
'\'I got number 6 7/8!\'\'6 7/8 is my HAT SIZE!\'Genius!',3,1,positive
'me luv go even of om, just a neginner',2,1,positive
'any more',1,1,neutral
'ther was only one Michael Jackson and only one Frank Sinatra!! I miss them both!!',3,2,positive
'firestorm must have pretty good armor... razer had a hard time piercing it. or maybe it was damaged when dead metal got a hold of it.',2,2,mixed
'when this game comes out,its gonna be packed with people. I SOOOO WANT THIS.',4,1,positive
'yay madtown!',2,2,mixed
'i miss home man YIZO YIZO proudly south african',2,2,mixed
'@Tobsy1981 not much a sense of humor eh?',1,3,negative
'i absolutley love this song.',3,1,positive
'@AquaticTide pac got him on lyricism but on a real level no one fucks with guccis except for boosie',2,3,negative
'This spared us many tears this morning. Thank you so much for making and posting this.',3,1,positive
'I hadn\'t heard this for over 50 years. Simply marvelous! Thank you.',4,1,positive
'Treyarch wins',2,1,positive
'Your videos are really great. Enjoyable to watch and listen to when vibin.',3,1,positive
'I have to ask you...have you ever been bitten....and are you always barefoot in the swamp??....by the way..this video is amazing......very good..I have some vids on here of a black snake and some other things along the susquehanna river where I live in Pa...',3,1,positive
'how did u get the ui theme',1,1,neutral
'@23eirish well let\'s see what the new album \'Black Magic\' is like...by the way Tupac had songs like Keep ya Head Up ,I Get Around ect..Biggie & Jay each made too many songs for the ladies to even count so you probably really hate all those guys\' music .',2,2,mixed
'@somersetforever you just dont appreciate motorsports, dont be mad because you dont have what it takes to build one of these trucks capable of doing so much. just get back in your eco friendly fag mobile and ride.',1,4,negative
'this is funny asss shit',3,2,positive
'Google Gary Boaz. That is this instructors name.',1,1,neutral
'I was there, expensive and worth the whole hun. ;D',3,2,positive
'What was that song that Jeremy was recording at 1:27? It was like, \"No longer can i live a life of no control!\"',1,1,neutral
'martin lawerence is the best',3,1,positive
'Love how Worf patches his fucking spacesuit with a dead borgs hand. What a badass...',4,2,positive
'GLORY.....I HAVE SUFFFFFFFFFFFFERED!!! I have paid my dues, o jesus sweet jesueJESUS!!! I love you Leading lady serita Lol...yea thanks for the beatings i love you!!!',4,3,positive
'hahahaaaaaaaaaaaaaa myyyyyyy spaghettttttttttttttttttiiiiii!!!!!!!!!!!!!!!',4,1,positive
'Two words: Bad Ass!!!',4,2,positive
'must be on e ;)',2,1,positive
'What a few great goals so many memories there. Stuart greay\'s barmy army he is a quality manager !!!! come on town!!',4,1,positive
'We have got to get ya\'ll down to South MS this spring for a blowout ride!',3,1,positive
'Oh I\'d love a plushie of Adam, so kiwaii!',4,1,positive
'lennox Lewis... in my opinion 1 of the best boxers of all time... such a great personality such dedicationamazing boxer :)',4,1,positive
'Pino is just ridiculously tall. He makes that bass look smaller than John\'s guitar!',2,2,mixed
'gotta love those neck veins in the last one',3,1,positive
'lmfao fucking retard you cant drop trade more than like 60k so shut the fuck up cock knocking bitch',1,5,negative
'@thorris11 oh yea baybe nice big jugs',3,2,positive
'Mighty nice! Bravo',4,1,positive
'Well as long as you set Emerl\'s fight pose to Gamma\'s, you\'ll be able to explode when you die.',1,3,negative
'Damn - that\'s one young Stevie Goodman - when was this recorded?',2,1,positive
'nice run in description did replay really mess up ur vid?',2,2,mixed
UUUuaaaaAAGHHH!!!!!,4,4,mixed
'My friend and I also were on this cruise. Your video captures what a beautiful sight Hubbard was.',3,1,positive
'thats cool photos are easily saved online some people even steal them and pose as that person the main thing with myspace is to eb wary of random people adding you remembering they may be adding you and your whole friedns list,,,',2,3,negative
'thank you:) to the beautiful wise women and to you who posts. these words will carry on through the universe, releasing more love. im watching all these videos im addicted.-Dez',4,1,positive
'no music',1,2,negative
'my horse is relatively grounded.',1,1,neutral
cool,2,1,positive
'@lTOPMODELl i dont know whats going on with me or what had happened to me, but i do know that i love you and im going crazy over you. i worry myself and get anxious for you. i swear im dying for u. u tell me that u know the meaning of this feeling. and a',3,2,positive
'Variation is key to muscle growth - you need to make your body \"guess\" on what the next exercise in the workout will be.When comparing incline dumbbell to barbell press - the barbell press is more isolated and even though it makes your stabilising muscles work - the amount that those smaller muscle groups get is much lower. Also incline dumbbell press can involve a tiny amount of shoulder work.Personally I like the dumbbell press :)',2,1,positive
'please check out my first animation .... :D',2,1,positive
'I love this video. So important to remember the bodies needs and compliment our vibrations of being.',3,1,positive
'Wow you guys make me smile... Speedy can you speed talk while making love?',3,1,positive
'Wicked mix and a sexy DJ!!!!',5,1,positive
'God made them to understand He is always in control and He tells how He want His people to worship Him. He changed their usual meeting router and made himself strong... God is great.',3,1,positive
'This is an amazing song. My mother is dedicating this to my Dad at his suprise 60th birthday party for their 1st dance. They\'ve been married for 37 years. So fitting',4,1,positive
'this song is called la mar(the ocean) by the beautiful girls',1,1,neutral
'Political Propaganda.',1,1,neutral
'omg this video is so cool!',5,1,positive
'AWEOMSE I was hoping you were gonna make a video of this BEAUTIFUL machine! ',5,1,positive
'FIRE THE TORPEDOES',1,1,neutral
'thanks fro posting, all of my trevino faves, and some i\'m just now being introdued to.',3,1,positive
'Thank you Madukwu. You\'re a genius in your own, so I really appreciate that coming from you. I love this song. I can relate to the lyrics. :)',4,1,positive
'You got to love Bo at the 3:26 mark. \"Lets Go Blue\"',3,1,positive
'The one was 0.5 cm bigger , i read that somewhere.',1,1,neutral
'awsome song and I love this movie...I have the DVD at home hehe',4,1,positive
'at 03:00 \"love is a donut\" LOL',3,1,positive
Awesome,3,1,positive
'@CincyCNote513 hahah good look i got u on that hat.',3,1,positive
'@prankstertwins It\'s not going to be \"fun, happy go lucky\". Graphic style does not a happy go lucky game make. TWW wasn\'t like that, was it? Would you say the entire destruction of Hyrule is \"happy go lucky\"?',1,3,negative
'@vampire112098 i know the whole dance too i love this song!!!',4,1,positive
'i have foxfire but im watch episodes on my ps3',1,1,neutral
'hey since kojak\'s gone who\'s flying number six at pearl harbor',1,1,neutral
'Beautiful - like you! Your talent is never ending.. I LOVE your home.. B.T.W. My home is calling for you, \"Maryam, please help me.. I need a make over..\" ha ha ha.. But, if you ever need another project, please be my guest :).. Love you lots! Keep me posted on the fabulous home updates... xoxo MM',5,1,positive
'Go to? BeyondPhenom. com... It? is Soon to be the Best place to watch Personal Sports Highlights. Hurry and Create an account and upload a video to? show? your talent to the world!!',3,1,positive
'Amanda Tapping is one helluva sexy lady.',3,1,positive
'7:45 - \"You can\'t win. You just can\'t win!\"',3,1,positive
'I\'m writing to tell you that your system is definitely the best system for Forex traders that I\'ve ever used. I tried various programs with little effect but the signal method is what I always wanted. This way I can do other things instead of worrying about market analysis and other complicated stuff. I\'m absolutely satisfied with this system. Learn how to make easy money at [ MakeMoney8Xcom ](replace X with a dot',3,2,positive
'fuck you. you fucking bastard',1,5,negative
'Les Carlson is awsome. Love the raspy voice. And the prancing? When you have Love for GOD..I\'d be prancing too. Ahh..the joy in your heart..what a feeling. So dance all you want Les cause I\'m right there with you buddy. Rock on!!',4,1,positive
'this is just sssoooooo epicly awesome!! just lloovvee~ it! X3',5,1,positive
'To be fair, I don\'t think Mat grew up playing basketball, so he was fighting an uphill battle from the start. Hopefully he took advantage of the free schooling and got his degree from a premier school in the U.S. He had his fair share of distractions...multitudes of hot women threw themselves into his bed reportedly...so who could blame him for falling victim to \'Neil Reed Syndrome\'? (What 19 yr. old could resist that?) Play a Sade song & tell them they are the most beautiful woman ever! ;^))',2,2,mixed
'Possibly my favorite album.',3,1,positive
'WHERE ARE THE OTHER PARTS',1,3,negative
'lol awesome',4,1,positive
O_O,1,3,negative
'man, the only bad thing about this interview is geoff\'s mic imo, mabye its his uber-manly breath.',2,2,mixed
'Augustana- Twenty years, Love this song, makes me cry all the time.',3,1,positive
'@supermant11 Thanks, glad it helped!',3,1,positive
'i got my daith pierced a few months ago. lol i wanted my rook done but they said my ears were too small but suggested the daith instead and i LOVe it. talk about pain though... nearly passed out. but its worth it i think.',3,2,positive
'@darkalemanbr nice!!!',4,1,positive
'dang that woman can sing!',3,1,positive
'i love the song at the very end',3,1,positive
'@xxxilsexxx yes it is :)',3,1,positive
'@jamesjr934 yeah I think it\'s lame german house / rave music.',2,1,positive
'lol its almost chrismas right now...december 12',2,1,positive
'why are you reading this comment u should be looking at jess',2,2,mixed
'He covered a lot of stuff in a short time... Which part did you not understand?',2,2,mixed
'@8LiGhTs8 Very true, but mankind has grown power hungry. This \"hunger\" has caused massive destruction, and it has caused many people to suffer in this world. Quite frankly, none of us are happy, unless someone else is suffering. It doesn\'t have to involve',1,4,negative
'who flagged this shit?',1,4,negative
'this is my song I <3 you minica',4,1,positive
Nice.,3,1,positive
'Beastly rambo.. my money is on you.',3,1,positive
'Love It :D',4,1,positive
'man, ferio eats more than goku',2,2,mixed
'she just had flu not swine flu',1,2,negative
o.o,1,3,negative
'@Ilio0 Jackie lifted her game here.....frankly there arent very many singers of any age who could compete with that',3,2,positive
'@semperjoshua and you do realize LenDale is on the Broncos now, right? I guess \"stud\" RB\'s in your book? go through 3 teams total in an offseason as well. Moving on, Thomas Jones may be an ok back, but he\'s far from what you\'re expecting and his old age w',1,3,negative
'only available in 160kbps at the momment. will get a 192kbps up soon',2,2,mixed
'Investigators determine Air-France disaster caused by plane crash',1,2,negative
'@Angiegirl2112 you rock',3,1,positive
'they are playing with people\'s lives for their amusement. Hubris?',1,4,negative
'i love him one of my favorit',3,1,positive
'thank you',2,1,positive
'Help Legalize Marijuana! Go to norml(.)org and contact your representatives',3,1,positive
'a evo taman usreci svog starog nadjuci ovu pjesmu...nije mogao vjerovati kad sam mu pustila, ah barem sam nekoga usrecila barem na trenutak:)',1,1,neutral
'if there was a 2008 version of Rescue 911 the scene of the policecar heading to the scene would be a perfect animated image.',2,1,positive
'373 likes and 309 views',2,1,positive
'You deliver amazing videos every time. Thank you!',4,1,positive
'Obama...lets use his real name finally. Are u really gonna vote fir...ILLIGAL MAN?! Really?',1,4,negative
'Happy Birthday Ian. Thank you for the gifts you left us.',3,1,positive
'Thank You For Returning :)',3,1,positive
'Success! Thank you! I\'m with dmnyli, below. It took some time to \"see\" the inverter plug. I used a tiny nail on the end of a hemostat (clamp) to work the cable clip in. The tips of my fingers are still sore from holding back the clutch cover! Another issue -- keeping the sleep magnet in place as you reattach the frame. I finally held it down with the eraser end of a pencil. .Just one mystery -- I double-checked all around the frame. I couldn\'t figure out where that \"extra\" screw goes!',3,2,positive
'I saw when you originally did this on Brunch with Bridget and I laugh hysterically every time I hear it.',3,1,positive
'everybody knows his name!!! WHATCHU TALKN BOUT BUMNUMBA2??',3,3,mixed
'Nice Man. Good shit.',3,1,positive
'Wow what is that ?????',3,3,mixed
'thats my staes song',2,1,positive
